Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize,Age_na,DriverRating_na
10,5,6,16,2,2,4,1,2,2,47.0,1,1,1,3,1106,4,400,3.0,4,3,1,7,7,1,1,1,1,4,1,1994,1,18906.6267811509,False,False
10,5,7,1,2,7,4,1,1,2,36.0,1,1,1,1,1107,13,400,4.0,4,3,4,6,6,1,1,1,2,4,1,1994,1,6864.91373981166,False,False
3,1,1,18,2,3,4,1,1,3,27.0,1,2,1,5,1108,2,400,4.0,4,3,4,4,5,1,1,1,2,4,3,1994,2,2844.24966650126,False,False
10,4,3,6,2,6,4,4,2,2,53.0,1,2,1,2,1109,14,400,4.0,4,3,1,7,7,1,1,1,4,4,1,1994,2,17961.5039160256,False,False
11,2,7,18,2,2,12,3,1,3,45.0,2,2,1,1,1110,11,400,1.0,4,3,4,7,6,1,1,1,4,4,1,1994,2,7917.60557916336,False,False
11,2,5,3,2,3,12,4,2,2,26.0,1,3,2,6,1111,2,400,4.0,4,3,2,6,5,1,1,1,4,4,1,1994,3,51707.8402155283,False,False
12,2,4,18,1,3,13,2,2,2,57.0,1,2,1,1,1112,2,400,4.0,4,3,2,7,8,1,1,1,4,4,1,1994,2,5528.288816044,False,False
2,5,5,3,2,3,13,1,2,2,55.0,2,1,1,6,1113,3,400,3.0,4,3,4,7,7,1,1,1,2,4,1,1994,1,57888.4523192708,False,False
2,5,6,10,2,8,3,5,2,3,44.0,1,2,1,1,1114,1,400,4.0,4,3,4,6,6,1,1,1,3,3,2,1994,2,5323.6899166802,False,False
4,2,6,14,2,3,5,4,2,2,40.0,1,2,1,2,1115,7,400,1.0,4,3,2,4,6,1,1,1,4,4,1,1994,2,50077.3142469668,False,False
2,5,2,14,2,2,13,1,2,2,34.0,1,2,1,1,1116,16,400,4.0,4,3,4,5,5,1,1,1,4,4,1,1994,2,6467.09683064345,False,False
2,4,1,14,2,3,3,5,1,2,26.0,2,2,1,3,1117,7,400,1.0,4,3,2,5,5,1,1,2,2,4,1,1994,2,51093.7702923331,False,False
2,4,1,7,2,7,3,5,2,2,65.0,2,1,1,1,1118,6,400,3.0,4,3,2,7,8,1,1,1,3,4,1,1994,1,7239.2046079942,False,False
2,4,2,16,2,2,13,3,2,2,45.0,1,2,1,2,1119,1,400,4.0,4,3,4,7,6,1,1,1,4,4,1,1994,2,2907.71641221364,False,False
2,3,5,19,2,8,3,4,2,3,54.0,1,1,1,6,1120,9,400,3.0,4,3,2,7,7,1,1,1,2,4,1,1994,1,74391.1530471736,False,False
2,3,7,14,2,6,3,3,2,3,30.0,1,2,1,1,1121,9,400,1.0,4,3,2,6,5,1,1,1,4,4,1,1994,2,8855.76277516294,False,False
2,3,6,14,2,2,3,3,2,3,30.0,1,3,2,1,1122,13,400,4.0,4,3,2,6,5,1,1,1,3,4,1,1994,3,3288.17072132809,False,False
7,1,1,3,2,6,8,2,2,2,46.0,2,2,1,3,1123,14,500,2.0,4,3,3,6,7,1,1,1,3,2,1,1994,2,86532.6719965174,False,False
9,5,7,7,2,8,10,5,2,2,36.0,1,2,1,1,1124,16,400,4.0,4,3,2,6,6,1,1,1,3,4,1,1994,2,1432.72031346804,False,False
1,2,5,19,2,6,2,2,2,3,22.0,1,1,1,6,1127,4,400,1.0,4,3,2,4,4,1,1,1,3,4,1,1994,1,75001.9704320583,False,False
3,2,2,10,2,7,4,2,2,2,37.0,2,1,1,1,1128,6,400,1.0,4,3,1,6,6,2,1,1,4,4,1,1994,1,2460.89313241557,False,False
3,2,2,14,2,3,4,2,2,2,51.0,1,3,2,2,1129,10,400,1.0,4,3,3,7,7,1,1,1,4,4,1,1994,3,87808.1068983621,False,False
3,2,3,6,2,8,4,3,1,2,49.0,1,1,1,5,1130,12,400,3.0,4,3,2,6,7,1,1,1,3,4,1,1994,1,5132.52905270412,False,False
3,2,1,18,2,7,4,2,2,2,59.0,1,1,1,6,1131,9,400,2.0,4,3,3,7,8,1,1,1,4,4,1,1994,1,64601.5035268103,False,False
10,5,7,14,2,6,4,1,1,2,43.0,1,2,1,1,1132,8,400,3.0,4,3,4,6,6,1,1,1,1,4,1,1994,2,9474.5141344478,False,False
10,5,6,18,1,7,11,5,2,2,63.0,1,1,1,1,1133,5,400,1.0,4,3,1,7,8,1,1,1,4,4,1,1994,1,2699.83821727932,False,False
10,3,7,18,2,2,11,3,1,3,34.0,1,2,1,1,1134,3,400,4.0,4,3,4,5,5,1,1,1,4,4,1,1994,2,6916.98037923035,False,False
10,3,2,14,2,8,11,4,2,2,29.0,1,1,1,1,1135,5,400,1.0,4,3,1,4,5,1,1,1,4,3,2,1994,1,6423.20987832943,False,False
11,4,1,14,2,2,12,5,2,2,34.0,1,1,1,2,1136,11,400,2.0,4,3,2,6,5,1,1,1,2,4,1,1994,1,73450.6398447983,False,False
11,3,5,10,2,6,12,4,2,3,32.0,1,3,2,1,1137,13,400,3.0,4,3,2,5,5,1,1,1,4,4,1,1994,3,3482.93550175404,False,False
11,2,3,14,2,3,12,2,1,2,55.0,1,3,2,1,1138,4,400,3.0,4,3,1,6,7,1,1,1,4,4,1,1994,3,4857.15932703533,False,False
12,3,7,14,2,2,13,3,2,2,27.0,1,3,2,1,1139,1,400,1.0,4,3,3,4,5,1,1,1,2,4,1,1994,3,23846.2519711512,False,False
12,1,2,14,2,3,13,1,2,2,47.0,1,3,2,2,1140,10,400,2.0,4,3,2,7,7,1,1,1,3,4,1,1994,3,52464.3991787185,False,False
2,5,2,3,2,7,3,5,2,3,21.0,1,3,2,1,1141,14,400,4.0,4,3,2,4,4,1,1,1,4,4,1,1994,3,1798.31662739775,False,False
2,3,7,7,2,7,3,4,2,3,39.0,1,3,2,2,1142,12,400,3.0,4,3,1,6,6,1,1,1,4,4,1,1994,3,12904.201130322,False,False
2,3,4,7,2,6,3,3,2,2,47.0,2,1,1,1,1143,16,400,1.0,4,3,4,7,7,1,1,1,4,4,1,1994,1,9847.69807620116,False,False
4,2,7,10,1,8,5,2,1,3,33.0,2,1,1,1,1144,16,400,1.0,4,3,4,6,5,1,1,1,3,4,1,1994,1,8377.2289998035,False,False
2,1,2,14,2,3,3,1,2,2,34.0,1,3,2,1,1145,1,400,2.0,4,3,2,6,5,1,1,1,3,4,1,1994,3,8776.78380584507,False,False
2,1,2,7,2,7,3,2,2,2,40.0,1,3,2,1,1146,2,400,2.0,4,3,2,6,6,1,1,1,4,4,1,1994,3,5157.97721941163,False,False
6,3,6,7,2,8,3,3,2,3,20.0,1,1,1,1,1150,1,400,3.0,4,3,4,1,3,1,1,1,1,4,1,1994,1,8882.26086608389,False,False
6,2,7,7,2,2,7,3,2,2,53.0,1,1,1,2,1151,15,400,3.0,4,3,1,7,7,1,1,1,3,4,1,1994,1,11572.3934151176,False,False
6,1,2,3,2,3,7,1,2,2,39.0,1,3,2,3,1152,8,400,3.0,4,3,2,6,6,1,1,1,4,4,1,1994,3,15855.2063693042,False,False
7,5,5,18,2,2,7,3,1,3,24.0,1,1,1,1,1153,16,400,2.0,4,3,4,4,4,1,1,1,4,4,1,1994,1,3851.82735995936,False,False
7,5,6,14,2,3,7,1,2,3,23.0,1,1,1,5,1155,15,400,2.0,4,3,1,2,4,1,1,1,4,4,1,1994,1,5126.87526280264,False,False
4,2,1,7,2,4,5,2,2,2,55.0,1,2,1,1,1158,5,400,4.0,4,3,1,6,7,1,1,1,3,4,1,1994,2,4261.47645479714,False,False
5,2,6,3,1,3,5,2,2,2,38.0,1,2,1,2,1160,12,400,3.0,4,3,2,7,6,1,1,1,4,4,1,1994,2,23060.6760423078,False,False
4,2,4,14,2,2,5,3,2,3,27.0,2,3,2,2,1161,6,400,1.0,4,3,3,6,5,1,1,1,3,4,1,1994,3,52821.2166148395,False,False
11,1,4,7,2,6,12,3,2,2,37.0,1,3,2,1,1163,7,400,1.0,4,3,1,6,6,1,1,1,4,4,1,1994,3,6091.18101079195,False,False
8,2,2,10,2,8,9,2,2,2,38.0,1,3,2,1,1164,6,400,2.0,3,1,1,6,6,1,1,1,4,4,1,1994,3,1556.34327214757,False,False
8,1,4,10,2,3,9,2,1,2,39.0,1,3,2,1,1165,4,400,3.0,4,3,3,6,6,1,1,1,3,4,1,1994,3,10205.3652132027,False,False
1,1,7,18,2,6,2,2,2,2,65.0,2,1,1,1,1166,9,400,1.0,4,3,2,6,8,1,1,1,2,4,1,1994,1,1603.94815803891,False,False
1,2,6,14,2,8,2,2,2,3,32.0,2,2,1,1,1167,11,400,3.0,4,3,4,6,5,1,1,1,3,4,1,1994,2,7749.7468444763,False,False
4,2,1,18,2,6,5,3,2,2,33.0,1,1,1,1,1168,4,400,3.0,4,3,1,5,5,1,1,1,2,4,1,1994,1,7941.06074994553,False,False
8,4,5,7,2,2,2,1,1,3,23.0,2,5,2,6,1170,3,400,1.0,4,3,4,5,4,1,1,1,4,4,1,1994,2,60596.6838314845,False,False
8,4,7,3,2,6,9,4,2,2,55.0,1,1,1,2,1171,6,400,2.0,4,3,2,7,7,1,1,1,4,4,1,1994,1,69479.8840374881,False,False
3,1,2,3,2,2,4,3,2,3,35.0,1,2,1,1,1172,11,400,4.0,4,3,1,4,5,1,1,1,4,4,1,1994,2,6157.31231997662,False,False
1,4,7,18,1,7,10,1,2,2,41.0,1,3,2,1,1173,14,400,4.0,4,3,2,6,6,1,1,1,3,4,1,1994,3,9354.28207729374,False,False
1,5,5,18,1,2,2,5,1,2,45.0,1,3,2,1,1174,15,500,2.0,4,3,1,6,6,1,1,1,4,2,1,1994,3,6747.27592025838,False,False
9,2,2,14,2,2,8,2,2,3,43.0,1,3,2,1,1175,14,400,2.0,4,3,3,6,6,1,1,1,4,4,1,1994,3,15420.4641789465,False,False
9,4,2,18,2,6,8,1,2,2,42.0,1,2,1,1,1176,9,400,3.0,4,3,1,6,6,1,1,1,4,4,1,1994,2,2896.38594380942,False,False
9,3,1,14,1,7,10,4,2,2,52.0,1,1,1,1,1177,11,400,2.0,4,3,1,7,7,1,1,1,3,3,2,1994,1,8376.17063725073,False,False
2,2,6,7,2,6,3,2,1,3,16.0,2,5,2,6,1179,3,400,3.0,4,3,4,2,2,1,1,1,2,4,1,1994,2,67116.2588003759,False,False
12,2,3,7,2,7,13,2,2,2,47.0,1,5,2,6,1180,16,400,1.0,4,3,4,4,7,1,1,1,4,4,1,1994,2,52357.4827173308,False,False
11,1,2,10,2,6,4,1,2,2,72.0,1,1,1,2,1182,10,400,2.0,4,3,4,7,9,1,1,1,4,4,1,1994,1,8044.89824598604,False,False
4,2,1,10,2,8,9,1,2,3,18.0,1,5,2,6,1183,2,400,2.0,4,3,4,4,3,1,1,1,3,4,1,1994,2,59446.6079852692,False,False
4,2,1,14,1,3,5,3,2,2,27.0,1,3,2,2,1184,3,400,4.0,4,3,2,6,5,1,1,1,2,1,1,1994,3,15220.9439967385,False,False
10,1,5,3,1,3,11,2,2,2,59.0,1,1,1,2,1185,9,400,3.0,4,3,4,7,8,1,1,1,2,4,1,1994,1,3766.46224807417,False,False
1,4,3,18,2,8,2,4,1,3,22.0,2,1,1,5,1186,9,400,1.0,4,3,4,2,4,1,1,1,3,4,1,1994,1,3745.73536873232,False,False
1,3,5,6,2,7,2,4,2,2,26.0,1,7,3,6,1187,5,400,4.0,4,3,4,6,5,1,1,1,1,4,1,1994,1,54422.4548530988,False,False
1,3,7,7,2,3,2,4,2,2,47.0,1,1,1,2,1188,13,400,4.0,4,3,4,7,7,1,1,1,4,4,1,1994,1,7619.56521515053,False,False
9,4,2,18,2,6,8,1,2,2,28.0,1,1,1,1,1189,3,400,3.0,4,3,1,5,5,1,1,1,4,4,1,1994,1,2555.00068917772,False,False
7,4,4,19,1,3,8,4,2,2,28.0,2,1,1,2,1190,3,400,1.0,4,3,4,5,5,1,1,1,4,4,3,1994,1,6884.69708109947,False,False
6,3,6,7,2,2,7,4,2,3,23.0,1,1,1,5,1191,9,400,2.0,4,3,1,4,4,1,1,1,1,4,1,1994,1,1458.36716705355,False,False
2,1,5,18,2,2,3,2,2,2,45.0,2,1,1,1,1193,14,400,1.0,4,3,4,5,6,1,1,1,2,4,1,1994,1,9821.87016011959,False,False
2,1,6,10,2,2,3,4,1,2,39.0,1,3,2,1,1194,12,400,4.0,4,3,3,5,6,1,1,1,4,4,1,1994,3,20968.3052372477,False,False
10,2,1,18,2,3,11,3,2,1,44.0,1,3,2,2,1195,5,400,4.0,4,3,1,6,6,1,1,1,3,4,1,1994,3,12249.6636862467,False,False
10,3,7,6,2,8,11,3,2,2,66.0,1,2,1,3,1197,16,400,2.0,4,3,1,6,9,1,1,1,3,4,1,1994,2,55526.0694212824,False,False
10,3,4,3,2,3,11,3,2,2,37.0,1,2,1,1,1199,4,400,1.0,4,3,1,6,6,1,1,1,4,4,1,1994,2,4456.20563483457,False,False
4,2,1,14,1,2,5,3,2,3,30.0,1,2,1,2,1200,12,400,3.0,4,3,1,5,5,1,1,1,4,4,1,1994,2,42450.4614084448,False,False
6,4,6,10,2,2,13,1,2,2,39.0,1,2,1,1,1201,16,400,1.0,4,3,2,6,6,1,1,1,3,4,1,1994,2,1286.91919641091,False,False
6,2,2,7,2,3,7,2,2,2,42.0,1,3,2,1,1202,9,400,3.0,4,3,1,6,6,1,1,1,3,4,1,1994,3,4302.01072500635,False,False
7,2,2,10,2,3,7,1,2,2,35.0,1,3,2,2,1203,3,400,1.0,4,3,2,5,5,1,1,1,1,4,1,1994,3,98545.3743385517,False,False
4,2,3,7,2,7,5,3,2,3,0.0,1,3,2,6,1204,16,400,2.0,4,3,2,8,1,1,1,1,4,4,1,1994,3,62863.4907613815,False,False
1,3,2,3,2,7,2,3,2,2,29.0,2,3,2,6,1205,16,400,4.0,4,3,4,6,5,1,1,1,4,4,1,1994,3,57166.7609536884,False,False
1,2,2,18,2,7,2,2,2,3,23.0,1,3,2,1,1207,1,400,3.0,4,3,3,4,4,1,1,1,4,4,1,1994,3,16035.9512627364,False,False
1,1,7,14,2,7,2,2,1,3,28.0,1,1,1,5,1208,3,400,3.0,4,3,4,5,5,1,1,1,4,4,1,1994,1,3854.39982237728,False,False
8,5,1,10,2,6,2,3,2,3,32.0,2,2,1,1,1209,15,400,3.0,4,3,4,4,5,1,1,1,4,4,1,1994,2,4091.221018739,False,False
8,5,6,4,2,7,2,2,2,2,36.0,1,3,2,2,1210,2,700,2.0,4,3,3,6,6,2,1,1,3,4,1,1994,3,82211.8592620639,False,False
11,3,6,18,2,6,11,1,2,2,27.0,2,3,2,1,1211,14,400,1.0,5,3,2,6,5,1,1,1,4,4,1,1994,3,7662.46076228897,False,False
12,4,7,7,2,8,13,4,2,2,34.0,1,3,2,1,1212,4,400,4.0,4,3,2,5,5,1,1,1,1,4,1,1994,3,3480.68135539761,False,False
2,2,1,18,2,2,3,2,2,3,26.0,1,2,1,1,1214,1,400,1.0,4,3,2,5,5,1,1,1,1,4,1,1994,2,3694.03865934679,False,False
6,3,3,7,2,3,7,3,2,2,34.0,1,3,2,6,1216,14,400,4.0,4,3,2,8,5,1,1,1,4,4,1,1994,3,50650.30853896,False,False
6,3,3,14,2,7,3,1,2,3,23.0,1,1,1,2,1217,1,400,2.0,4,3,1,4,4,1,1,1,4,4,1,1994,1,95769.1448389605,False,False
6,2,2,14,2,7,7,2,2,3,35.0,2,1,1,1,1218,6,400,3.0,4,3,2,5,5,1,1,1,1,4,1,1994,1,7056.97395792325,False,False
6,1,7,14,2,7,7,2,2,2,30.0,2,2,1,1,1219,15,400,1.0,4,3,2,5,5,1,1,1,4,3,2,1994,2,4983.73957734586,False,False
6,1,4,14,2,7,7,1,2,3,28.0,1,2,1,1,1220,8,400,3.0,4,3,1,4,5,1,1,1,3,4,1,1994,2,1608.06793740542,False,False
7,2,2,10,2,8,8,3,2,3,33.0,1,2,1,1,1221,6,400,1.0,4,3,2,5,5,1,1,1,3,4,1,1994,2,8045.6323616389,False,False
9,5,2,10,2,3,10,5,2,3,33.0,1,2,1,1,1222,4,400,1.0,4,3,1,4,5,1,1,1,4,4,1,1994,2,7264.90238139617,False,False
9,5,3,18,2,7,10,5,2,2,32.0,2,2,1,1,1223,16,400,1.0,4,3,3,5,5,1,1,1,1,4,1,1994,2,34842.7834873905,False,False
9,1,6,10,2,8,4,2,2,2,37.0,1,5,2,6,1225,12,500,3.0,4,3,1,5,6,1,1,1,1,2,1,1994,2,64194.6963515959,False,False
1,3,2,7,2,7,2,3,2,2,56.0,1,2,1,1,1226,15,400,2.0,4,3,4,7,8,1,1,1,3,4,1,1994,2,1222.09932885799,False,False
4,2,3,6,2,3,5,3,2,2,62.0,2,2,1,3,1227,11,400,1.0,4,3,2,7,8,1,1,1,4,4,1,1994,2,54233.7898232182,False,False
3,4,3,1,1,8,4,4,2,2,43.0,1,2,1,1,1228,10,400,3.0,4,3,2,6,6,1,1,1,3,4,1,1994,2,3247.46526593564,False,False
5,4,6,18,2,2,2,2,1,3,34.0,1,3,2,1,1231,10,400,3.0,4,3,2,4,5,1,1,1,4,4,3,1994,3,5239.5447069837,False,False
4,2,4,10,2,6,5,3,2,2,52.0,1,1,1,1,1232,8,400,3.0,4,3,4,6,7,1,1,1,4,4,1,1994,1,8302.50016733429,False,False
7,5,7,7,2,8,7,3,2,2,39.0,2,1,1,1,1235,9,400,3.0,4,3,1,6,6,1,1,1,4,4,1,1994,1,1454.05881163742,False,False
7,4,5,14,2,2,8,4,2,3,31.0,1,3,2,1,1236,12,400,1.0,4,3,2,5,5,1,1,1,1,4,1,1994,3,4660.00637949081,False,False
1,1,3,7,2,3,2,1,2,3,38.0,2,2,1,1,1238,13,400,4.0,4,3,4,6,6,1,1,1,3,4,1,1994,2,4610.72210775824,False,False
8,5,2,14,1,7,2,3,2,2,59.0,1,2,1,2,1239,6,400,2.0,4,3,4,7,8,1,1,1,2,4,1,1994,2,9949.92842094464,False,False
8,4,4,14,1,7,2,2,2,3,27.0,1,1,1,5,1240,12,400,4.0,4,3,4,5,5,1,1,1,2,3,2,1994,1,4216.31031981101,False,False
12,2,3,7,2,3,2,3,2,3,0.0,1,4,2,6,1244,15,400,2.0,4,3,1,8,1,1,1,1,4,4,1,1994,1,54029.9466250044,False,False
11,3,2,7,2,7,12,3,2,2,35.0,1,2,1,2,1245,15,400,3.0,4,3,4,4,5,1,1,1,4,4,1,1994,2,1617.7223230842,False,False
5,4,7,7,2,3,6,5,2,2,36.0,2,1,1,1,1246,1,400,1.0,4,3,1,6,6,1,1,1,4,4,1,1994,1,6997.51754096599,False,False
5,3,3,18,2,3,6,4,2,2,43.0,2,1,1,1,1247,1,400,3.0,4,3,4,6,6,1,1,1,4,4,1,1994,1,6416.09903710996,False,False
8,1,7,1,2,8,9,4,2,3,35.0,1,3,2,2,1248,2,400,2.0,4,3,3,6,5,1,1,1,4,4,1,1994,3,69127.7212810971,False,False
4,3,1,18,2,8,9,1,2,2,61.0,1,1,1,1,1249,12,400,1.0,4,3,4,6,8,1,1,1,4,4,1,1994,1,8786.14841304175,False,False
4,3,2,7,1,6,5,3,2,2,49.0,1,5,2,6,1250,15,400,3.0,4,3,1,7,7,1,1,1,4,4,1,1994,2,78329.3094934641,False,False
5,4,7,18,2,2,6,5,2,2,44.0,1,1,1,5,1251,4,400,4.0,4,3,4,6,6,1,1,1,2,4,1,1994,1,1912.67568194191,False,False
5,1,4,14,2,3,6,2,2,3,30.0,1,2,1,1,1252,4,400,2.0,4,3,1,5,5,1,1,1,4,4,1,1994,2,5838.82232087484,False,False
5,1,6,7,2,8,6,1,2,3,30.0,1,3,2,1,1253,5,400,4.0,4,3,3,5,5,1,1,1,4,4,1,1994,3,16093.4203415371,False,False
3,1,3,3,2,8,4,2,2,3,29.0,1,1,1,2,1256,10,400,1.0,4,3,1,4,5,1,1,1,4,4,1,1994,1,52253.3952914323,False,False
4,3,2,7,2,7,5,3,2,3,0.0,2,1,1,6,1257,5,400,3.0,4,3,4,8,1,1,1,1,4,4,1,1994,1,65937.5210164382,False,False
3,2,6,3,2,8,4,3,1,3,30.0,2,2,1,1,1258,8,400,4.0,4,3,2,4,5,1,1,1,4,4,1,1994,2,9596.68356417949,False,False
3,2,6,6,2,3,4,3,2,2,60.0,1,7,3,2,1259,5,400,2.0,4,3,2,7,8,1,1,1,4,4,1,1994,1,77167.2232461485,False,False
2,4,1,3,2,8,3,5,2,2,42.0,1,1,1,6,1260,13,400,1.0,4,3,4,6,6,1,1,1,4,4,1,1994,1,90499.9941144211,False,False
12,2,5,14,2,7,13,2,2,2,45.0,2,2,1,1,1262,7,400,1.0,4,3,2,5,6,1,1,1,3,4,1,1994,2,7882.46017646513,False,False
3,1,2,18,2,7,4,2,2,2,37.0,1,2,1,2,1264,1,400,4.0,4,3,2,6,6,1,1,1,4,4,1,1994,2,14103.2002696289,False,False
3,1,4,10,2,3,4,3,2,2,34.0,1,2,1,1,1265,3,400,4.0,4,3,1,5,5,1,1,1,1,4,1,1994,2,3272.86736104186,False,False
3,1,6,18,2,3,4,2,2,3,24.0,2,2,1,1,1267,3,400,4.0,4,3,4,3,4,1,1,1,4,4,1,1994,2,939.34978712992,False,False
3,2,4,7,2,3,4,2,2,2,39.0,2,2,1,1,1268,3,400,3.0,4,3,1,7,6,1,1,1,3,4,1,1994,2,2098.15680055013,False,False
3,3,5,14,2,7,4,3,2,2,43.0,2,7,3,6,1269,13,400,4.0,4,3,4,6,6,1,1,1,1,4,1,1994,1,82762.9468963905,False,False
3,2,7,14,2,2,4,3,1,3,27.0,2,2,1,1,1270,5,400,4.0,4,3,4,5,5,2,1,1,1,4,1,1994,2,5926.3482660754,False,False
3,1,3,7,2,7,4,3,2,2,27.0,1,1,1,2,1273,6,400,3.0,4,3,2,6,5,1,1,1,2,4,1,1994,1,17672.6944438516,False,False
12,4,2,14,2,7,13,4,2,2,49.0,1,2,1,1,1274,4,400,1.0,4,3,4,7,7,1,1,1,4,4,1,1994,2,2828.00133615378,False,False
12,3,2,3,2,8,13,4,2,2,42.0,1,2,1,1,1275,8,400,3.0,4,3,3,7,6,1,1,1,1,1,1,1994,2,32319.9413106027,False,False
4,3,2,18,2,6,5,3,2,3,29.0,2,2,1,1,1277,14,400,2.0,4,3,2,5,5,1,1,1,1,4,1,1994,2,5670.39301379902,False,False
12,2,3,7,2,3,13,2,1,2,61.0,2,2,1,1,1278,7,400,2.0,4,3,1,7,8,1,1,1,3,4,1,1994,2,2075.36417842737,False,False
12,1,3,14,2,3,13,1,1,2,44.0,1,3,2,1,1280,11,400,4.0,4,3,3,7,6,1,1,1,4,4,1,1994,3,17223.5948486435,False,False
12,1,6,10,2,6,13,2,2,3,44.0,1,3,2,2,1281,3,400,3.0,4,3,2,6,6,1,1,1,4,4,1,1994,3,21043.6109070547,False,False
3,3,4,10,2,3,4,3,2,3,21.0,1,3,2,2,1282,1,400,4.0,4,3,2,5,4,1,1,2,4,4,1,1994,3,22384.5766426826,False,False
3,3,3,19,2,3,4,3,2,2,46.0,1,3,2,3,1283,5,400,3.0,4,3,1,7,7,1,1,1,2,4,1,1994,3,14294.2426982975,False,False
3,3,1,14,2,3,4,3,2,2,31.0,1,2,1,1,1284,3,400,2.0,4,3,2,5,5,1,1,1,1,4,1,1994,2,5960.7207174247,False,False
3,3,7,1,2,6,4,5,2,2,39.0,2,7,3,6,1285,12,400,4.0,4,3,1,6,6,1,1,1,4,4,1,1994,1,79523.4053650293,False,False
3,2,7,6,2,7,4,4,1,3,36.0,1,3,2,2,1286,16,400,1.0,4,3,2,5,6,2,1,1,4,4,1,1994,3,53588.1053558173,False,False
3,1,5,14,2,6,4,5,2,2,42.0,1,7,3,3,1287,11,400,3.0,4,3,3,6,6,1,1,1,3,4,1,1994,1,26270.6200869241,False,False
12,1,1,14,1,3,13,1,2,2,37.0,1,3,2,5,1288,11,400,1.0,4,3,2,6,6,1,1,1,1,4,1,1994,3,4177.53126571269,False,False
8,1,3,10,1,6,9,4,2,3,31.0,1,1,1,1,1289,10,400,3.0,4,3,4,5,5,1,1,1,4,4,1,1994,1,2779.27869040535,False,False
4,2,5,3,2,3,5,3,2,2,44.0,1,3,2,3,1290,4,400,4.0,4,3,2,6,6,1,1,1,2,4,1,1994,3,11897.954943622,False,False
4,5,2,12,2,2,9,1,2,2,49.0,1,3,2,1,1291,14,400,4.0,4,3,3,7,7,1,1,1,4,4,1,1994,3,10747.43822475,False,False
4,1,1,14,2,2,5,1,1,2,49.0,1,3,2,1,1293,14,400,2.0,4,3,3,6,7,1,1,2,3,4,1,1994,3,12124.7358073653,False,False
3,3,6,14,2,7,4,3,2,2,26.0,1,2,1,1,1294,14,400,3.0,4,3,2,4,5,1,1,1,1,4,1,1994,2,4196.33755186287,False,False
8,1,5,18,2,6,9,1,1,2,33.0,1,3,2,1,1295,13,400,2.0,4,3,2,4,5,1,1,1,4,4,1,1994,3,6034.44687084794,False,False
1,1,6,14,2,8,2,1,2,2,50.0,1,7,3,3,1297,12,400,3.0,4,3,2,7,7,1,1,1,2,4,1,1994,1,12119.5494356567,False,False
1,1,3,1,2,7,2,1,2,2,44.0,1,2,1,6,1298,9,400,4.0,4,3,1,5,6,1,1,1,3,4,1,1994,2,61132.4290985962,False,False
1,1,7,3,2,6,2,2,2,2,50.0,1,2,1,1,1300,5,400,2.0,4,3,1,6,7,1,1,1,2,4,1,1994,2,6456.78736522536,False,False
7,3,2,18,2,6,8,4,2,2,32.0,2,2,1,1,1301,13,400,3.0,4,3,4,6,5,1,1,1,4,4,1,1994,2,9534.11570581194,False,False
10,2,6,10,2,7,11,2,2,2,43.0,1,3,2,2,1303,12,700,3.0,4,3,1,7,6,1,1,1,4,3,2,1994,3,37164.1443733851,False,False
5,4,6,10,2,2,9,1,2,2,38.0,1,3,2,1,1304,2,400,2.0,4,3,2,6,6,1,1,1,2,4,1,1994,3,9266.56185700202,False,False
3,4,5,18,2,6,4,4,2,2,55.0,1,2,1,1,1305,14,400,2.0,4,3,2,7,7,1,1,1,1,4,1,1994,2,9793.87264666032,False,False
9,1,5,18,2,6,10,2,2,2,25.0,1,1,1,1,1306,14,400,4.0,4,3,1,3,4,1,1,1,1,4,1,1994,1,8867.84848976886,False,False
7,3,5,10,2,7,8,5,2,2,36.0,2,1,1,1,1307,9,400,3.0,4,3,4,6,6,1,1,1,3,4,1,1994,1,5753.11414375022,False,False
7,3,5,14,1,2,8,3,2,2,28.0,2,2,1,1,1308,4,400,1.0,4,3,2,5,5,1,1,1,4,4,1,1994,2,7981.29890182032,False,False
6,3,2,10,2,7,13,2,1,2,40.0,2,3,2,1,1309,7,400,3.0,5,3,4,6,6,1,1,1,4,4,1,1994,3,4539.71343391293,False,False
3,4,5,6,2,6,4,4,1,3,50.0,1,3,2,2,1312,1,400,3.0,4,3,2,7,7,1,1,1,3,4,1,1994,3,16400.6663443534,False,False
10,3,1,2,2,3,4,1,2,2,53.0,1,1,1,1,1313,4,400,4.0,4,3,4,6,7,1,1,1,4,4,3,1994,1,4904.70329808659,False,False
10,2,7,14,2,8,11,2,2,2,37.0,1,3,2,2,1314,2,400,1.0,4,3,2,6,6,1,1,1,2,4,1,1994,3,50265.5682630134,False,False
6,5,3,3,2,3,7,5,2,3,26.0,1,2,1,1,1317,10,400,3.0,4,3,1,6,5,2,1,1,1,4,1,1994,2,705.160854330937,False,False
